position,season,window,actual_years,n_train_rows,weighting,model,mae,rmse,medae,r2,spearman,bias,n
QB,2023,all,17,10872,none,F_yeojohnson_huber,5.828688822894278,7.284278469837056,5.072779032662028,0.3276519601224015,0.5535778510993947,-0.0978310457770287,718
QB,2023,all,17,10872,linear,B_gbm_huber,6.31208225885454,7.664059539600607,5.687819033171507,0.2557157943548711,0.5494149775596271,0.3985321722940573,718
QB,2023,all,17,10872,linear,F_yeojohnson_huber,5.840163762734282,7.303657500559259,5.033409691101422,0.3240697837691372,0.5512649506560631,-0.2415927015002242,718
QB,2023,all,17,10872,exponential,B_gbm_huber,6.279657815267063,7.627388321465604,5.911209316571647,0.2628213003100602,0.5389609949648032,0.3173172734987907,718
QB,2023,all,17,10872,exponential,F_yeojohnson_huber,5.92677683485355,7.345442240674891,5.049428917733743,0.3163135711746536,0.5516109341585094,-0.180740489709905,718
QB,2024,all,18,11590,,existing_methodology,6.262612984963481,7.805197824868045,5.449489124555567,0.3074737735458271,0.5483112169111586,0.605835799039812,720
QB,2024,all,18,11590,none,B_gbm_huber,6.644976863390879,8.17763723278584,5.889652219693391,0.2398066305207882,0.5544443684371981,-0.0206324208075229,720
QB,2024,all,18,11590,none,F_yeojohnson_huber,5.975579849575395,7.573972836290982,5.123130067536034,0.3478974750499004,0.5676922701302789,-0.2220598968877335,720
QB,2024,all,18,11590,linear,B_gbm_huber,6.588766603509773,8.11808162667814,5.90733982167868,0.2508388925349845,0.5562185068409945,0.1246138593162521,720
QB,2024,all,18,11590,linear,F_yeojohnson_huber,5.996002647911822,7.510508694768941,5.130525455925838,0.3587799378870197,0.5750305017976439,0.1488878630869823,720
QB,2024,all,18,11590,exponential,B_gbm_huber,6.628000547229835,8.107147485584568,6.130271647277288,0.2528556046496314,0.5452275226063077,-0.1229721059935151,720
QB,2024,all,18,11590,exponential,F_yeojohnson_huber,6.140924658725627,7.744144724946887,5.148592631940773,0.3182654308672122,0.5547348181483024,-0.2538172299140465,720
RB,2023,3y,3,4614,,existing_methodology,4.546931636606917,6.109519198578896,3.613290418791258,0.3893986428929741,0.6771686613855882,0.2615246590426495,1515
RB,2023,3y,3,4614,none,B_gbm_huber,4.472002113921473,6.355832146350231,3.176158096070937,0.339171848282726,0.6893975719657907,-0.9195592092677818,1515
RB,2023,3y,3,4614,none,C_gbm_mae,4.212962167434528,6.075229536895726,2.8126321681573483,0.3962334061428996,0.6955116118519313,-0.951027233753138,1515
RB,2023,3y,3,4614,linear,B_gbm_huber,4.4788950173708,6.348899899771985,3.158593755337076,0.340612580305949,0.6842436026764496,-0.8527591569928311,1515
RB,2023,3y,3,4614,linear,C_gbm_mae,4.252590922877792,6.117498923839133,2.93442712962338,0.3878025719457612,0.6924264819505457,-0.9234109473144408,1515
RB,2023,3y,3,4614,exponential,B_gbm_huber,4.481938119721883,6.3517192584088855,3.18357759285848,0.3400268213805908,0.6827056274341782,-0.8587041341963749,1515
RB,2023,3y,3,4614,exponential,C_gbm_mae,4.2262205386957845,6.094974154727314,2.863032980395158,0.392302521702806,0.6974989707229449,-0.9282657318583378,1515
RB,2023,5y,5,7478,,existing_methodology,4.532103106213135,6.066945081432232,3.558745337417181,0.3978789298336783,0.685438595978124,0.4328518087308074,1515
RB,2023,5y,5,7478,none,B_gbm_huber,4.489662008993797,6.309727079197892,3.222380263426968,0.348724341245999,0.6949177532866927,-0.7597073728575202,1515
RB,2023,5y,5,7478,none,C_gbm_mae,4.163135209131879,6.029440423001067,2.81624975703995,0.4053003074680559,0.7008018309494458,-0.8649443835430706,1515
RB,2023,5y,5,7478,linear,B_gbm_huber,4.483045389957406,6.33089583393932,3.241862198545125,0.3443470294283852,0.6916789191185817,-0.8673247981454945,1515
RB,2023,5y,5,7478,linear,C_gbm_mae,4.197178727416822,6.053951896335476,2.8577502912883497,0.4004552158884392,0.6944836554688872,-0.9166771655263396,1515
RB,2023,5y,5,7478,exponential,B_gbm_huber,4.47599448216735,6.334041220051904,3.165445105432287,0.3436953699775587,0.6881666591112094,-0.8703803724425042,1515
RB,2023,5y,5,7478,exponential,C_gbm_mae,4.201256003347687,6.088452853893462,2.7964034149721755,0.393602234509671,0.696777990475912,-1.048787913490395,1515
